140171102131472	40	4	21
140171105278256	40	4	21
140171102132912	40	4	21
140171102133296	40	4	21
140171104759856	40	4	21
140171104236336	40	4	21
140171102159904	40	4	21
140171102162160	40	4	21
140171104787168	40	4	21
140171104269584	40	4	21
140171104809200	40	4	21
140171102188048	40	4	21
140171102189200	40	4	21
140171104811360	40	4	21
140171104290304	40	4	21
140171104291024	40	4	21
140171104291552	40	4	21
140171104292464	40	4	21
140171102212288	40	4	21
140171102215840	40	4	21
140171104842352	40	4	21
140171104842832	40	4	21
140171104845136	40	4	21
140171104845376	40	4	21
140171102241344	40	4	21
140171102243792	40	4	21
140171104866832	40	4	21
140171104868272	40	4	21
140171104868512	40	4	21
140171104350976	40	4	21
140171104353088	40	4	21
140171102783840	40	4	21
140171102784128	40	4	21
140171102269680	40	4	21
140171102271360	40	4	21
140171104894288	40	4	21
140171104371792	40	4	21
140171102802592	40	4	21
140171104923984	40	4	21
140171104924800	40	4	21
140171104925424	40	4	21
140171102832224	40	4	21
140171102833184	40	4	21
140171102833616	40	4	21
140171102834336	40	4	21
140171102324032	40	4	21
140171104948416	40	4	21
140171104948896	40	4	21
140171104949568	40	4	21
140171104950864	40	4	21
140171104951296	40	4	21
140171104436016	40	4	21
140171102863600	40	4	21
140171102864032	40	4	21
140171102864848	40	4	21
140171102867104	40	4	21
140171104974432	40	4	21
140171102354288	40	4	21
140171104976256	40	4	21
140171104455776	40	4	21
140171104456352	40	4	21
140171102886768	40	4	21
140171102376224	40	4	21
140171102377424	40	4	21
140171102378624	40	4	21
140171102379872	40	4	21
140171104481424	40	4	21
140171105005856	40	4	21
140171104482480	40	4	21
140171104483344	40	4	21
140171104483440	40	4	21
140171105008928	40	4	21
140171102913712	40	4	21
140171102914816	40	4	21
140171102916256	40	4	21
140171101884464	40	4	21
140171101885280	40	4	21
140171101885472	40	4	21
140171101886864	40	4	21
140171101887776	40	4	21
140171101888064	40	4	21
140171101888256	40	4	21
140171101888352	40	4	21
140171102945472	40	4	21
140171102947632	40	4	21
140171105055440	40	4	21
140171105057120	40	4	21
140171101913184	40	4	21
140171101914336	40	4	21
140171102439200	40	4	21
140171101916208	40	4	21
140171101916592	40	4	21
140171101916976	40	4	21
140171102441360	40	4	21
140171104541024	40	4	21
140171102458912	40	4	21
140171102459584	40	4	21
140171101942816	40	4	21
140171101943392	40	4	21
140171105089504	40	4	21
140171105090992	40	4	21
140171102487968	40	4	21
140171102488784	40	4	21
140171101968496	40	4	21
140171105114800	40	4	21
140171101969168	40	4	21
140171105115136	40	4	21
140171105115184	40	4	21
140171105115856	40	4	21
140171103028160	40	4	21
140171103029600	40	4	21
140171103030080	40	4	21
140171102520016	40	4	21
140171101996160	40	4	21
140171102522032	40	4	21
140171102522560	40	4	21
140171101998416	40	4	21
140171104621072	40	4	21
140171104621696	40	4	21
140171104622560	40	4	21
140171103050176	40	4	21
140171103050704	40	4	21
140171102023968	40	4	21
140171104646848	40	4	21
140171105171760	40	4	21
140171105172336	40	4	21
140171105172624	40	4	21
140171102027520	40	4	21
140171105194272	40	4	21
140171105194896	40	4	21
140171105195280	40	4	21
140171102049744	40	4	21
140171105196624	40	4	21
140171104677984	40	4	21
140171104679712	40	4	21
140171104681392	40	4	21
140171102077456	40	4	21
140171102078656	40	4	21
